,age,continent,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
2133,29,2.0,2.0,1.0,1.0,72,73,2.0,2700000.0
2134,30,0.0,1.0,1.0,1.0,72,72,1.0,2000000.0
2135,23,0.0,3.0,1.0,1.0,72,79,3.0,4400000.0
2136,25,2.0,3.0,1.0,1.0,72,76,3.0,3900000.0
2137,34,0.0,1.0,1.0,1.0,72,72,1.0,1300000.0
2138,25,1.0,2.0,1.0,1.0,72,75,2.0,3300000.0
2139,34,1.0,2.0,1.0,1.0,72,72,2.0,950000.0
2140,25,1.0,2.0,1.0,1.0,72,76,2.0,3400000.0
2141,34,1.0,2.0,1.0,1.0,72,72,2.0,950000.0
2142,29,0.0,2.0,1.0,1.0,72,72,3.0,2400000.0
2143,23,1.0,2.0,1.0,1.0,72,78,3.0,3600000.0
2144,24,1.0,3.0,0.0,1.0,72,78,3.0,4300000.0
2145,31,1.0,2.0,1.0,1.0,72,72,3.0,2700000.0
2146,28,1.0,2.0,0.0,1.0,72,72,3.0,2500000.0
2147,25,0.0,0.0,1.0,1.0,72,75,4.0,3900000.0
2148,23,0.0,3.0,0.0,1.0,72,80,3.0,4600000.0
2149,28,1.0,3.0,1.0,2.0,72,72,3.0,3100000.0
2150,29,0.0,0.0,1.0,1.0,72,72,3.0,3100000.0
2151,32,1.0,2.0,1.0,1.0,72,72,2.0,1800000.0
2152,25,4.0,2.0,1.0,1.0,72,75,3.0,3200000.0
2153,21,1.0,3.0,1.0,1.0,72,81,3.0,4800000.0
2154,28,1.0,2.0,0.0,1.0,72,72,2.0,2500000.0
2155,23,1.0,1.0,1.0,1.0,72,79,1.0,3200000.0
2156,25,2.0,3.0,1.0,1.0,72,74,3.0,3200000.0
2157,28,1.0,3.0,0.0,1.0,72,72,3.0,3100000.0
2158,26,0.0,3.0,1.0,1.0,72,75,3.0,3200000.0
2159,21,1.0,0.0,1.0,1.0,72,80,3.0,4600000.0
2160,18,1.0,2.0,1.0,1.0,72,88,3.0,6000000.0
2161,27,1.0,2.0,1.0,1.0,72,72,3.0,2600000.0
2162,26,0.0,3.0,0.0,1.0,72,73,4.0,3600000.0
2163,21,0.0,3.0,1.0,1.0,72,83,3.0,5500000.0
2164,26,1.0,2.0,0.0,1.0,72,75,2.0,3200000.0
2165,27,1.0,1.0,0.0,1.0,72,74,1.0,2500000.0
2166,34,0.0,2.0,0.0,1.0,72,72,2.0,875000.0
2167,23,0.0,3.0,1.0,1.0,72,78,3.0,4300000.0
2168,32,1.0,2.0,1.0,1.0,72,72,2.0,1800000.0
2169,27,1.0,2.0,1.0,1.0,72,73,2.0,2900000.0
2170,21,2.0,3.0,1.0,1.0,72,82,3.0,5000000.0
2171,27,1.0,3.0,1.0,1.0,72,72,3.0,3200000.0
2172,26,3.0,0.0,1.0,1.0,72,74,3.0,3800000.0
2173,28,0.0,0.0,1.0,1.0,72,72,3.0,3200000.0
2174,28,2.0,0.0,1.0,1.0,72,72,2.0,3200000.0
2175,32,1.0,2.0,0.0,1.0,72,72,2.0,1800000.0
2176,28,1.0,0.0,1.0,1.0,72,72,3.0,3200000.0
2177,26,0.0,2.0,0.0,1.0,72,72,2.0,2600000.0
2178,34,3.0,1.0,1.0,2.0,72,72,1.0,1300000.0
2179,26,1.0,0.0,1.0,1.0,72,74,3.0,3800000.0
2180,22,1.0,2.0,1.0,1.0,72,78,3.0,3600000.0
2181,28,0.0,3.0,1.0,1.0,72,72,3.0,3100000.0
2182,27,1.0,3.0,1.0,1.0,72,72,3.0,3300000.0
2183,36,3.0,1.0,1.0,2.0,72,72,1.0,425000.0
2184,24,0.0,3.0,1.0,1.0,72,78,3.0,3600000.0
2185,25,1.0,3.0,0.0,1.0,72,76,3.0,3400000.0
2186,34,1.0,1.0,1.0,1.0,72,72,1.0,1300000.0
2187,28,3.0,3.0,1.0,2.0,72,72,3.0,3100000.0
2188,29,1.0,3.0,1.0,1.0,72,72,3.0,2400000.0
2189,26,1.0,3.0,1.0,1.0,72,72,2.0,3300000.0
2190,22,1.0,2.0,1.0,1.0,72,77,3.0,3500000.0
2191,28,1.0,3.0,1.0,1.0,72,73,2.0,2800000.0
2192,23,1.0,3.0,0.0,1.0,72,77,3.0,4200000.0
2193,31,0.0,0.0,1.0,2.0,72,72,3.0,2800000.0
2194,28,1.0,2.0,0.0,1.0,72,72,3.0,2500000.0
2195,24,1.0,0.0,1.0,1.0,72,78,3.0,4300000.0
2196,32,0.0,2.0,1.0,1.0,72,72,3.0,1700000.0
2197,21,1.0,1.0,1.0,1.0,72,82,1.0,3900000.0
2198,26,1.0,3.0,1.0,1.0,72,75,3.0,3900000.0
2199,31,0.0,2.0,1.0,1.0,72,72,2.0,2100000.0
2200,24,1.0,2.0,0.0,1.0,72,77,2.0,3500000.0
2201,26,2.0,0.0,1.0,1.0,72,75,3.0,3900000.0
2202,20,1.0,3.0,1.0,1.0,72,82,3.0,5000000.0
2203,28,1.0,3.0,1.0,1.0,72,72,2.0,2500000.0
2204,27,1.0,0.0,1.0,1.0,72,72,3.0,3300000.0
2205,25,1.0,0.0,0.0,1.0,72,74,3.0,3900000.0
2206,26,1.0,3.0,1.0,1.0,72,74,3.0,3700000.0
2207,21,0.0,0.0,1.0,1.0,72,82,4.0,5000000.0
2208,25,1.0,3.0,1.0,1.0,72,76,3.0,4000000.0
2209,23,2.0,3.0,1.0,1.0,72,78,3.0,4200000.0
2210,24,0.0,2.0,1.0,1.0,72,76,2.0,3400000.0
2211,22,0.0,3.0,1.0,1.0,72,79,3.0,3700000.0
2212,26,1.0,3.0,1.0,1.0,72,77,2.0,3400000.0
2213,24,3.0,3.0,0.0,1.0,72,75,4.0,3900000.0
2214,21,1.0,0.0,1.0,1.0,72,81,4.0,4800000.0
2215,25,1.0,1.0,1.0,1.0,72,76,1.0,2900000.0
2216,30,1.0,1.0,1.0,1.0,72,72,1.0,2000000.0
2217,24,0.0,3.0,1.0,1.0,72,77,3.0,4100000.0
2218,27,1.0,2.0,0.0,1.0,72,72,2.0,2600000.0
2219,28,1.0,3.0,0.0,1.0,72,73,3.0,2800000.0
2220,32,1.0,2.0,1.0,1.0,72,72,3.0,1700000.0
2221,22,1.0,3.0,1.0,1.0,72,77,3.0,3500000.0
2222,26,1.0,0.0,1.0,1.0,72,72,3.0,3400000.0
2223,26,0.0,3.0,1.0,1.0,72,74,3.0,3800000.0
2224,23,1.0,2.0,1.0,1.0,72,78,3.0,3600000.0
2225,22,2.0,3.0,1.0,1.0,72,79,3.0,4400000.0
2226,28,0.0,2.0,0.0,1.0,72,72,3.0,2500000.0
2227,37,1.0,1.0,1.0,1.0,72,72,1.0,210000.0
2228,34,0.0,3.0,1.0,1.0,72,72,3.0,1600000.0
2229,22,1.0,3.0,1.0,1.0,72,78,3.0,4300000.0
2230,25,1.0,2.0,1.0,2.0,72,76,2.0,3400000.0
2231,21,0.0,2.0,0.0,1.0,72,82,2.0,4400000.0
2232,23,1.0,2.0,0.0,1.0,72,77,3.0,3500000.0
2233,24,2.0,0.0,1.0,1.0,72,75,3.0,3900000.0
2234,20,1.0,3.0,0.0,1.0,72,83,3.0,5500000.0
2235,32,1.0,0.0,1.0,2.0,72,72,3.0,2500000.0
2236,28,3.0,3.0,1.0,1.0,72,72,3.0,3100000.0
2237,25,2.0,3.0,1.0,1.0,72,73,3.0,3700000.0
2238,24,3.0,3.0,1.0,1.0,72,77,3.0,4100000.0
2239,26,0.0,3.0,1.0,1.0,72,73,3.0,3600000.0
2240,29,3.0,3.0,1.0,1.0,72,72,3.0,3000000.0
2241,29,1.0,2.0,1.0,1.0,72,72,3.0,2400000.0
2242,21,1.0,3.0,1.0,1.0,72,78,3.0,4200000.0
2243,27,0.0,0.0,1.0,1.0,72,72,3.0,3300000.0
2244,25,1.0,1.0,1.0,1.0,72,75,1.0,2800000.0
2245,24,1.0,0.0,0.0,1.0,72,77,3.0,4200000.0
2246,28,1.0,2.0,1.0,1.0,72,73,2.0,2800000.0
2247,30,1.0,3.0,1.0,1.0,72,72,2.0,2300000.0
2248,34,0.0,1.0,1.0,2.0,72,72,1.0,1300000.0
2249,34,1.0,2.0,0.0,2.0,72,72,2.0,875000.0
2250,29,1.0,2.0,1.0,1.0,72,72,2.0,2400000.0
2251,33,0.0,2.0,1.0,1.0,72,72,3.0,1200000.0
2252,32,1.0,2.0,1.0,1.0,72,72,2.0,1800000.0
2253,25,1.0,2.0,1.0,1.0,72,76,2.0,3400000.0
2254,26,0.0,0.0,0.0,1.0,72,73,3.0,3700000.0
2255,33,0.0,2.0,1.0,1.0,72,72,2.0,1300000.0
2256,21,1.0,3.0,1.0,1.0,72,80,2.0,4000000.0
2257,33,4.0,1.0,1.0,1.0,72,72,1.0,1600000.0
2258,25,1.0,3.0,1.0,2.0,72,74,3.0,3800000.0
2259,32,1.0,3.0,1.0,1.0,72,72,2.0,1800000.0
2260,21,2.0,0.0,1.0,1.0,72,82,4.0,5000000.0
2261,32,3.0,1.0,1.0,1.0,72,72,1.0,1800000.0
2262,31,1.0,2.0,1.0,1.0,72,72,2.0,2100000.0
2263,26,2.0,3.0,1.0,1.0,72,74,3.0,3700000.0
2264,26,1.0,3.0,1.0,1.0,72,73,3.0,3700000.0
2265,32,1.0,2.0,1.0,1.0,72,72,2.0,1800000.0
2266,31,0.0,0.0,1.0,1.0,72,72,3.0,2800000.0
2267,29,1.0,2.0,0.0,1.0,72,72,2.0,2400000.0
2268,30,1.0,2.0,1.0,1.0,72,72,3.0,2200000.0
2269,33,1.0,3.0,1.0,1.0,72,72,2.0,1300000.0
2270,32,1.0,3.0,1.0,1.0,72,72,2.0,2400000.0
2271,30,0.0,0.0,1.0,1.0,72,72,3.0,3000000.0
2272,30,0.0,2.0,0.0,1.0,72,72,3.0,2200000.0
2273,33,1.0,2.0,1.0,1.0,72,72,2.0,1300000.0
2274,31,1.0,0.0,1.0,1.0,72,72,3.0,2800000.0
2275,28,2.0,3.0,1.0,1.0,72,72,3.0,2500000.0
2276,21,1.0,1.0,1.0,1.0,71,78,1.0,2500000.0
2277,30,0.0,2.0,1.0,1.0,71,71,2.0,1800000.0
2278,29,1.0,3.0,0.0,2.0,71,71,3.0,2300000.0
2279,22,1.0,2.0,0.0,1.0,71,78,3.0,2800000.0
2280,27,1.0,3.0,0.0,1.0,71,71,3.0,2000000.0
2281,25,1.0,1.0,1.0,1.0,71,73,1.0,2000000.0
2282,31,1.0,3.0,1.0,2.0,71,71,3.0,2000000.0
2283,23,1.0,0.0,1.0,1.0,71,76,3.0,3200000.0
2284,28,1.0,2.0,1.0,1.0,71,71,2.0,1900000.0
2285,22,0.0,3.0,0.0,1.0,71,80,3.0,3600000.0
2286,23,1.0,3.0,0.0,1.0,71,78,3.0,3300000.0
2287,27,1.0,3.0,1.0,1.0,71,73,3.0,2300000.0
2288,24,1.0,2.0,1.0,1.0,71,75,2.0,2600000.0
2289,24,0.0,3.0,0.0,1.0,71,77,3.0,2800000.0
2290,30,0.0,2.0,1.0,1.0,71,71,2.0,1800000.0
2291,27,3.0,3.0,0.0,1.0,71,71,3.0,2400000.0
2292,29,1.0,0.0,0.0,1.0,71,71,3.0,2400000.0
2293,37,1.0,2.0,0.0,1.0,71,71,2.0,325000.0
2294,23,0.0,3.0,1.0,1.0,71,80,3.0,3200000.0
2295,25,1.0,2.0,0.0,1.0,71,74,2.0,2500000.0
2296,27,3.0,3.0,1.0,1.0,71,72,3.0,2200000.0
2297,36,1.0,3.0,0.0,1.0,71,71,3.0,800000.0
2298,28,1.0,3.0,1.0,1.0,71,71,3.0,2400000.0
2299,24,1.0,3.0,0.0,1.0,71,78,3.0,3300000.0
2300,36,0.0,0.0,1.0,2.0,71,71,2.0,850000.0
2301,25,1.0,0.0,1.0,1.0,71,74,4.0,3000000.0
2302,37,1.0,3.0,1.0,1.0,71,71,3.0,750000.0
2303,33,1.0,3.0,1.0,1.0,71,71,3.0,1400000.0
2304,23,1.0,3.0,1.0,1.0,71,79,2.0,3500000.0
2305,27,1.0,3.0,0.0,1.0,71,71,3.0,2500000.0
2306,29,1.0,2.0,1.0,1.0,71,71,2.0,1800000.0
2307,33,2.0,0.0,1.0,2.0,71,71,3.0,1500000.0
2308,33,1.0,2.0,1.0,1.0,71,71,2.0,950000.0
2309,31,1.0,0.0,0.0,1.0,71,71,3.0,2100000.0
2310,22,1.0,2.0,1.0,1.0,71,79,2.0,3000000.0
2311,27,1.0,2.0,1.0,1.0,71,73,2.0,2300000.0
2312,26,2.0,2.0,0.0,1.0,71,74,2.0,2500000.0
2313,36,1.0,3.0,1.0,1.0,71,71,2.0,750000.0
2314,26,1.0,0.0,1.0,2.0,71,72,3.0,2800000.0
2315,25,2.0,3.0,1.0,1.0,71,74,3.0,2900000.0
2316,30,1.0,3.0,1.0,1.0,71,71,2.0,1800000.0
2317,22,0.0,2.0,1.0,1.0,71,80,2.0,3200000.0
2318,21,2.0,3.0,1.0,1.0,71,79,2.0,3000000.0
2319,23,1.0,3.0,1.0,1.0,71,77,3.0,3200000.0
2320,25,1.0,3.0,0.0,1.0,71,72,3.0,2800000.0
2321,26,1.0,0.0,1.0,1.0,71,72,4.0,2800000.0
2322,22,1.0,2.0,0.0,1.0,71,78,3.0,2800000.0
2323,34,2.0,3.0,1.0,1.0,71,71,3.0,1200000.0
2324,28,1.0,3.0,1.0,1.0,71,71,3.0,2400000.0
2325,39,0.0,1.0,1.0,1.0,71,71,1.0,160000.0
2326,25,1.0,3.0,1.0,1.0,71,74,3.0,3000000.0
2327,25,0.0,0.0,0.0,1.0,71,76,3.0,3200000.0
2328,31,1.0,3.0,1.0,1.0,71,71,2.0,1600000.0
2329,30,2.0,3.0,1.0,1.0,71,71,3.0,2200000.0
2330,26,2.0,3.0,1.0,1.0,71,75,2.0,2500000.0
2331,23,1.0,2.0,0.0,1.0,71,79,2.0,3000000.0
2332,23,1.0,2.0,1.0,1.0,71,76,2.0,2700000.0
2333,20,1.0,0.0,1.0,1.0,71,81,3.0,3900000.0
2334,22,1.0,2.0,0.0,1.0,71,77,3.0,2700000.0
2335,24,1.0,0.0,1.0,1.0,71,74,3.0,3100000.0
2336,23,0.0,1.0,1.0,1.0,71,80,1.0,2800000.0
2337,34,0.0,2.0,0.0,1.0,71,71,2.0,675000.0
2338,26,0.0,3.0,1.0,1.0,71,72,3.0,2800000.0
2339,30,1.0,3.0,0.0,1.0,71,71,3.0,1700000.0
2340,29,2.0,0.0,1.0,1.0,71,71,3.0,2400000.0
2341,34,1.0,2.0,1.0,1.0,71,71,3.0,675000.0
2342,26,0.0,3.0,1.0,1.0,71,72,3.0,2700000.0
2343,31,1.0,1.0,1.0,1.0,71,71,1.0,1400000.0
2344,26,2.0,3.0,1.0,1.0,71,72,3.0,2800000.0
2345,26,0.0,3.0,0.0,1.0,71,72,3.0,2800000.0
2346,34,0.0,2.0,1.0,1.0,71,71,2.0,725000.0
2347,30,0.0,0.0,1.0,1.0,71,71,3.0,2300000.0
2348,24,1.0,2.0,1.0,1.0,71,75,2.0,2600000.0
2349,26,0.0,2.0,0.0,1.0,71,71,2.0,2000000.0
2350,27,1.0,3.0,1.0,1.0,71,72,3.0,2700000.0
2351,22,1.0,3.0,0.0,1.0,71,78,3.0,3300000.0
2352,29,0.0,2.0,1.0,1.0,71,71,3.0,1800000.0
2353,28,1.0,0.0,0.0,1.0,71,71,2.0,2400000.0
2354,23,0.0,1.0,1.0,1.0,71,81,1.0,2900000.0
2355,31,1.0,2.0,1.0,2.0,71,71,3.0,1600000.0
2356,24,1.0,3.0,0.0,1.0,71,75,3.0,3100000.0
2357,33,0.0,2.0,1.0,1.0,71,71,2.0,950000.0
2358,24,1.0,3.0,1.0,1.0,71,77,3.0,3200000.0
2359,21,0.0,2.0,0.0,1.0,71,79,2.0,3000000.0
2360,27,1.0,0.0,0.0,1.0,71,71,3.0,2500000.0
2361,23,1.0,0.0,0.0,1.0,71,76,4.0,3200000.0
2362,31,1.0,3.0,0.0,1.0,71,71,3.0,2000000.0
2363,25,1.0,2.0,1.0,1.0,71,72,2.0,2300000.0
2364,25,0.0,3.0,1.0,1.0,71,74,2.0,2500000.0
2365,29,0.0,3.0,1.0,1.0,71,71,3.0,2300000.0
2366,27,1.0,3.0,1.0,1.0,71,71,4.0,2500000.0
2367,30,3.0,2.0,1.0,2.0,71,71,3.0,1700000.0
2368,28,1.0,2.0,1.0,1.0,71,71,2.0,1900000.0
2369,24,2.0,0.0,0.0,1.0,71,76,3.0,3200000.0
2370,28,1.0,2.0,1.0,1.0,71,71,3.0,1900000.0
2371,31,1.0,2.0,1.0,1.0,71,71,2.0,1600000.0
2372,34,0.0,3.0,1.0,1.0,71,71,3.0,1200000.0
2373,32,2.0,3.0,1.0,1.0,71,71,3.0,1800000.0
2374,26,1.0,2.0,0.0,1.0,71,73,2.0,2400000.0
2375,31,3.0,2.0,1.0,1.0,71,71,2.0,1600000.0
2376,24,2.0,2.0,0.0,1.0,71,75,3.0,2600000.0
2377,21,1.0,3.0,1.0,1.0,71,78,3.0,3400000.0
2378,21,0.0,3.0,1.0,1.0,71,81,3.0,3800000.0
2379,33,1.0,2.0,1.0,1.0,71,71,2.0,950000.0
2380,33,1.0,3.0,1.0,2.0,71,71,3.0,950000.0
2381,24,1.0,3.0,1.0,1.0,71,76,2.0,2600000.0
2382,34,1.0,2.0,1.0,2.0,71,71,2.0,725000.0
2383,24,1.0,1.0,1.0,1.0,71,79,1.0,2600000.0
2384,29,1.0,0.0,1.0,1.0,71,71,3.0,2400000.0
2385,27,1.0,3.0,1.0,1.0,71,72,3.0,2700000.0
2386,25,1.0,2.0,1.0,1.0,71,75,2.0,2600000.0
2387,31,0.0,3.0,1.0,1.0,71,71,3.0,1600000.0
2388,32,1.0,3.0,1.0,1.0,71,71,3.0,1800000.0
2389,28,2.0,0.0,1.0,1.0,71,71,3.0,2400000.0
2390,25,1.0,2.0,1.0,1.0,71,75,2.0,2500000.0
2391,35,0.0,1.0,1.0,1.0,71,71,1.0,550000.0
2392,26,0.0,2.0,0.0,1.0,71,75,2.0,2500000.0
2393,33,1.0,0.0,1.0,1.0,71,71,2.0,1500000.0
2394,27,1.0,0.0,1.0,1.0,71,72,3.0,2800000.0
2395,21,1.0,1.0,1.0,1.0,71,79,1.0,2600000.0
2396,33,0.0,3.0,1.0,1.0,71,71,3.0,1400000.0
2397,32,0.0,3.0,0.0,1.0,71,71,3.0,1800000.0
2398,24,0.0,3.0,1.0,1.0,71,75,3.0,2600000.0
2399,21,1.0,0.0,0.0,1.0,71,80,3.0,3700000.0
2400,28,0.0,3.0,1.0,1.0,71,71,3.0,2400000.0
2401,26,1.0,0.0,1.0,1.0,71,73,3.0,2900000.0
2402,27,3.0,2.0,0.0,1.0,71,72,3.0,2200000.0
2403,31,1.0,3.0,1.0,1.0,71,71,2.0,1600000.0
2404,32,0.0,2.0,0.0,1.0,71,71,2.0,1400000.0
2405,25,1.0,3.0,0.0,1.0,71,74,2.0,2400000.0
2406,23,2.0,1.0,1.0,1.0,71,78,1.0,2400000.0
2407,26,2.0,3.0,1.0,1.0,71,72,3.0,2700000.0
2408,28,1.0,2.0,1.0,1.0,71,73,2.0,2200000.0
2409,21,1.0,2.0,1.0,1.0,71,79,4.0,3000000.0
2410,27,0.0,3.0,1.0,1.0,71,71,3.0,2500000.0
2411,22,1.0,3.0,1.0,1.0,71,78,3.0,3300000.0
2412,22,0.0,2.0,1.0,1.0,71,79,2.0,3000000.0
2413,23,1.0,3.0,0.0,1.0,71,79,3.0,3000000.0
2414,22,1.0,0.0,1.0,1.0,71,76,3.0,3200000.0
2415,32,1.0,3.0,0.0,1.0,71,71,3.0,1800000.0
2416,31,1.0,3.0,1.0,1.0,71,71,3.0,2000000.0
2417,29,0.0,0.0,1.0,1.0,71,71,3.0,2400000.0
2418,24,2.0,2.0,1.0,1.0,71,75,2.0,2600000.0
2419,24,0.0,2.0,0.0,1.0,71,75,3.0,2600000.0
2420,21,0.0,0.0,1.0,1.0,71,81,3.0,3900000.0
2421,23,1.0,2.0,1.0,1.0,71,79,2.0,3000000.0
2422,26,3.0,3.0,0.0,1.0,71,72,3.0,2800000.0
2423,25,0.0,0.0,0.0,1.0,71,73,3.0,2900000.0
2424,25,1.0,3.0,1.0,1.0,71,74,3.0,2900000.0
2425,34,0.0,3.0,1.0,1.0,71,71,3.0,1200000.0
2426,33,1.0,2.0,1.0,1.0,71,71,2.0,950000.0
2427,27,0.0,2.0,0.0,1.0,71,71,3.0,2000000.0
2428,29,1.0,2.0,1.0,1.0,71,71,3.0,1800000.0
2429,28,1.0,3.0,1.0,1.0,71,71,3.0,2400000.0
2430,30,0.0,3.0,1.0,1.0,71,71,2.0,1800000.0
2431,29,1.0,2.0,0.0,1.0,71,71,3.0,1800000.0
2432,23,1.0,3.0,1.0,1.0,71,79,2.0,3000000.0
2433,24,1.0,2.0,0.0,1.0,71,77,2.0,2800000.0
2434,22,1.0,2.0,1.0,1.0,71,81,2.0,3300000.0
2435,32,1.0,2.0,1.0,1.0,71,71,2.0,1400000.0
2436,31,1.0,0.0,1.0,1.0,71,71,3.0,2100000.0
2437,19,1.0,0.0,1.0,1.0,71,85,4.0,5000000.0
2438,34,2.0,3.0,1.0,1.0,71,71,2.0,725000.0
2439,25,0.0,3.0,1.0,1.0,71,73,2.0,2800000.0
2440,20,1.0,3.0,1.0,1.0,71,82,3.0,4000000.0
2441,29,1.0,3.0,0.0,1.0,71,71,3.0,2300000.0
2442,27,1.0,3.0,0.0,1.0,71,71,3.0,2500000.0
2443,23,1.0,1.0,1.0,1.0,71,79,1.0,2600000.0
2444,22,1.0,0.0,0.0,1.0,71,78,4.0,3300000.0
2445,25,1.0,0.0,1.0,1.0,71,76,3.0,3200000.0
2446,28,1.0,2.0,1.0,1.0,71,71,3.0,1900000.0
2447,28,0.0,2.0,1.0,1.0,71,71,3.0,1900000.0
2448,23,3.0,3.0,1.0,1.0,71,76,3.0,3200000.0
2449,29,1.0,3.0,1.0,1.0,71,71,3.0,2300000.0
2450,31,0.0,3.0,1.0,1.0,71,71,3.0,2000000.0
2451,29,1.0,3.0,0.0,1.0,71,71,2.0,1800000.0
2452,26,1.0,2.0,1.0,1.0,71,74,2.0,2500000.0
2453,22,2.0,3.0,1.0,1.0,71,77,3.0,2800000.0
2454,26,2.0,2.0,1.0,1.0,71,72,2.0,2300000.0
2455,31,1.0,2.0,1.0,1.0,71,71,2.0,1600000.0
2456,24,1.0,3.0,1.0,1.0,71,74,3.0,3000000.0
2457,31,1.0,3.0,1.0,1.0,71,71,2.0,2100000.0
2458,33,1.0,3.0,1.0,1.0,71,71,4.0,1400000.0
2459,18,1.0,2.0,0.0,1.0,71,83,2.0,3400000.0
2460,29,1.0,2.0,1.0,1.0,71,71,3.0,1800000.0
2461,23,1.0,3.0,1.0,1.0,71,79,3.0,3400000.0
2462,28,0.0,2.0,1.0,1.0,71,71,3.0,1900000.0
2463,29,0.0,0.0,1.0,1.0,71,71,4.0,2300000.0
2464,38,0.0,1.0,1.0,1.0,71,71,1.0,160000.0
2465,32,0.0,0.0,1.0,1.0,71,71,3.0,1900000.0
2466,36,1.0,3.0,1.0,2.0,71,71,2.0,750000.0
2467,26,2.0,2.0,1.0,1.0,71,72,3.0,2300000.0
2468,28,0.0,2.0,0.0,1.0,71,71,3.0,1900000.0
2469,29,1.0,3.0,1.0,1.0,71,72,2.0,2100000.0
2470,31,1.0,3.0,1.0,1.0,71,71,2.0,1600000.0
2471,32,0.0,3.0,0.0,1.0,71,71,3.0,1800000.0
2472,32,1.0,0.0,1.0,1.0,71,71,3.0,1900000.0
2473,27,1.0,2.0,1.0,1.0,71,74,2.0,2400000.0
2474,27,1.0,3.0,1.0,1.0,71,72,3.0,2700000.0
2475,30,0.0,3.0,0.0,1.0,71,71,3.0,2200000.0
2476,22,2.0,2.0,0.0,1.0,71,78,2.0,2800000.0
2477,27,1.0,1.0,1.0,1.0,71,72,1.0,1800000.0
2478,28,1.0,0.0,1.0,1.0,71,71,2.0,2400000.0
2479,28,2.0,2.0,1.0,1.0,71,71,3.0,1900000.0
2480,27,1.0,0.0,1.0,1.0,71,71,3.0,2500000.0
2481,34,0.0,3.0,1.0,1.0,71,71,3.0,1200000.0
2482,27,1.0,2.0,1.0,1.0,71,72,3.0,2200000.0
2483,25,1.0,2.0,1.0,1.0,71,74,2.0,2500000.0
2484,27,0.0,3.0,0.0,1.0,71,72,3.0,2700000.0
2485,28,2.0,0.0,1.0,1.0,71,71,3.0,2400000.0
2486,25,0.0,0.0,0.0,2.0,71,72,3.0,2900000.0
2487,21,1.0,3.0,1.0,1.0,71,79,3.0,3500000.0
2488,36,1.0,2.0,1.0,2.0,71,71,3.0,325000.0
2489,27,0.0,2.0,1.0,1.0,71,73,2.0,2300000.0
2490,28,1.0,2.0,1.0,1.0,71,73,2.0,2200000.0
2491,19,1.0,3.0,0.0,1.0,71,82,3.0,3400000.0
2492,36,0.0,2.0,1.0,1.0,71,71,3.0,270000.0
2493,30,1.0,3.0,1.0,1.0,71,71,2.0,1800000.0
2494,27,0.0,2.0,0.0,1.0,71,71,3.0,2000000.0
2495,24,3.0,2.0,0.0,1.0,71,78,2.0,2800000.0
2496,34,1.0,2.0,1.0,1.0,71,71,2.0,725000.0
2497,29,0.0,2.0,1.0,1.0,71,71,2.0,1800000.0
2498,27,1.0,2.0,0.0,1.0,71,71,3.0,2000000.0
2499,30,0.0,3.0,1.0,1.0,71,71,2.0,1800000.0
2500,31,1.0,1.0,1.0,1.0,71,71,1.0,1400000.0
2501,34,0.0,3.0,1.0,1.0,71,71,3.0,1200000.0
2502,29,2.0,1.0,1.0,1.0,71,72,1.0,1800000.0
2503,22,1.0,2.0,1.0,1.0,71,77,2.0,2800000.0
2504,23,0.0,3.0,0.0,1.0,71,76,3.0,3200000.0
2505,19,1.0,3.0,0.0,1.0,71,82,4.0,4000000.0
2506,30,0.0,3.0,1.0,1.0,71,71,3.0,2200000.0
2507,34,0.0,3.0,1.0,1.0,71,71,3.0,725000.0
2508,20,1.0,0.0,1.0,1.0,71,80,3.0,3700000.0
2509,31,1.0,3.0,1.0,1.0,71,71,3.0,2100000.0
2510,24,0.0,3.0,1.0,1.0,71,74,3.0,2500000.0
2511,30,1.0,2.0,0.0,1.0,71,71,3.0,1700000.0
2512,30,1.0,3.0,1.0,1.0,71,71,2.0,1800000.0
2513,28,1.0,2.0,1.0,1.0,71,71,3.0,1900000.0
2514,34,1.0,2.0,1.0,1.0,71,71,2.0,725000.0
2515,26,0.0,3.0,1.0,1.0,71,71,3.0,2500000.0
2516,21,2.0,2.0,1.0,1.0,71,80,3.0,3200000.0
2517,27,0.0,2.0,1.0,1.0,71,73,2.0,2300000.0
2518,22,1.0,0.0,1.0,1.0,71,79,3.0,3500000.0
2519,27,1.0,3.0,1.0,1.0,71,71,3.0,2500000.0
2520,19,2.0,3.0,1.0,1.0,71,84,3.0,4400000.0
2521,27,1.0,3.0,0.0,1.0,71,72,3.0,2200000.0
2522,30,1.0,2.0,0.0,2.0,71,71,2.0,1800000.0
2523,34,0.0,0.0,0.0,1.0,71,71,3.0,1200000.0
2524,27,1.0,2.0,0.0,1.0,71,71,3.0,2000000.0
2525,22,1.0,3.0,1.0,1.0,71,77,3.0,3200000.0
2526,32,1.0,0.0,1.0,1.0,71,71,3.0,1900000.0
2527,22,1.0,2.0,1.0,1.0,71,75,3.0,2600000.0
2528,30,1.0,0.0,1.0,2.0,71,71,3.0,2200000.0
2529,22,1.0,0.0,1.0,1.0,71,79,3.0,3500000.0
2530,30,1.0,2.0,0.0,2.0,71,71,3.0,1700000.0
2531,25,1.0,0.0,1.0,1.0,71,74,3.0,3000000.0
