ID,reputation,stat_overall,stat_potential,stat_skill_moves,value
2116,1,72,73,1,2400000
2117,1,72,76,2,3400000
2118,1,72,76,2,3400000
2119,1,72,75,2,3300000
2120,1,72,73,3,3600000
2121,1,72,79,2,3700000
2122,1,72,73,1,2500000
2123,1,72,85,3,5500000
2124,1,72,73,4,3700000
2125,2,72,72,4,2700000
2126,1,72,76,3,4100000
2127,1,72,72,3,2000000
2128,1,72,72,3,2300000
2129,1,72,72,3,3100000
2130,1,72,72,2,1300000
2131,1,72,74,3,3100000
2132,2,72,74,3,3100000
2133,1,72,73,2,2700000
2134,1,72,72,1,2000000
2135,1,72,79,3,4400000
2136,1,72,76,3,3900000
2137,1,72,72,1,1300000
2138,1,72,75,2,3300000
2139,1,72,72,2,950000
2140,1,72,76,2,3400000
2141,1,72,72,2,950000
2142,1,72,72,3,2400000
2143,1,72,78,3,3600000
2144,1,72,78,3,4300000
2145,1,72,72,3,2700000
2146,1,72,72,3,2500000
2147,1,72,75,4,3900000
2148,1,72,80,3,4600000
2149,2,72,72,3,3100000
2150,1,72,72,3,3100000
2151,1,72,72,2,1800000
2152,1,72,75,3,3200000
2153,1,72,81,3,4800000
2154,1,72,72,2,2500000
2155,1,72,79,1,3200000
2156,1,72,74,3,3200000
2157,1,72,72,3,3100000
2158,1,72,75,3,3200000
2159,1,72,80,3,4600000
2160,1,72,88,3,6000000
2161,1,72,72,3,2600000
2162,1,72,73,4,3600000
2163,1,72,83,3,5500000
2164,1,72,75,2,3200000
2165,1,72,74,1,2500000
2166,1,72,72,2,875000
2167,1,72,78,3,4300000
2168,1,72,72,2,1800000
2169,1,72,73,2,2900000
2170,1,72,82,3,5000000
2171,1,72,72,3,3200000
2172,1,72,74,3,3800000
2173,1,72,72,3,3200000
2174,1,72,72,2,3200000
2175,1,72,72,2,1800000
2176,1,72,72,3,3200000
2177,1,72,72,2,2600000
2178,2,72,72,1,1300000
2179,1,72,74,3,3800000
2180,1,72,78,3,3600000
2181,1,72,72,3,3100000
2182,1,72,72,3,3300000
2183,2,72,72,1,425000
2184,1,72,78,3,3600000
2185,1,72,76,3,3400000
2186,1,72,72,1,1300000
2187,2,72,72,3,3100000
2188,1,72,72,3,2400000
2189,1,72,72,2,3300000
2190,1,72,77,3,3500000
2191,1,72,73,2,2800000
2192,1,72,77,3,4200000
2193,2,72,72,3,2800000
2194,1,72,72,3,2500000
2195,1,72,78,3,4300000
2196,1,72,72,3,1700000
2197,1,72,82,1,3900000
2198,1,72,75,3,3900000
2199,1,72,72,2,2100000
2200,1,72,77,2,3500000
2201,1,72,75,3,3900000
2202,1,72,82,3,5000000
2203,1,72,72,2,2500000
2204,1,72,72,3,3300000
2205,1,72,74,3,3900000
2206,1,72,74,3,3700000
2207,1,72,82,4,5000000
2208,1,72,76,3,4000000
2209,1,72,78,3,4200000
2210,1,72,76,2,3400000
2211,1,72,79,3,3700000
2212,1,72,77,2,3400000
2213,1,72,75,4,3900000
2214,1,72,81,4,4800000
2215,1,72,76,1,2900000
2216,1,72,72,1,2000000
2217,1,72,77,3,4100000
2218,1,72,72,2,2600000
2219,1,72,73,3,2800000
2220,1,72,72,3,1700000
2221,1,72,77,3,3500000
2222,1,72,72,3,3400000
2223,1,72,74,3,3800000
2224,1,72,78,3,3600000
2225,1,72,79,3,4400000
2226,1,72,72,3,2500000
2227,1,72,72,1,210000
2228,1,72,72,3,1600000
2229,1,72,78,3,4300000
2230,2,72,76,2,3400000
2231,1,72,82,2,4400000
2232,1,72,77,3,3500000
2233,1,72,75,3,3900000
2234,1,72,83,3,5500000
2235,2,72,72,3,2500000
2236,1,72,72,3,3100000
2237,1,72,73,3,3700000
2238,1,72,77,3,4100000
2239,1,72,73,3,3600000
2240,1,72,72,3,3000000
2241,1,72,72,3,2400000
2242,1,72,78,3,4200000
2243,1,72,72,3,3300000
2244,1,72,75,1,2800000
2245,1,72,77,3,4200000
2246,1,72,73,2,2800000
2247,1,72,72,2,2300000
2248,2,72,72,1,1300000
2249,2,72,72,2,875000
2250,1,72,72,2,2400000
2251,1,72,72,3,1200000
2252,1,72,72,2,1800000
2253,1,72,76,2,3400000
2254,1,72,73,3,3700000
2255,1,72,72,2,1300000
2256,1,72,80,2,4000000
2257,1,72,72,1,1600000
2258,2,72,74,3,3800000
2259,1,72,72,2,1800000
2260,1,72,82,4,5000000
2261,1,72,72,1,1800000
2262,1,72,72,2,2100000
2263,1,72,74,3,3700000
2264,1,72,73,3,3700000
2265,1,72,72,2,1800000
2266,1,72,72,3,2800000
2267,1,72,72,2,2400000
2268,1,72,72,3,2200000
2269,1,72,72,2,1300000
2270,1,72,72,2,2400000
2271,1,72,72,3,3000000
2272,1,72,72,3,2200000
2273,1,72,72,2,1300000
2274,1,72,72,3,2800000
2275,1,72,72,3,2500000
2276,1,71,78,1,2500000
2277,1,71,71,2,1800000
2278,2,71,71,3,2300000
2279,1,71,78,3,2800000
2280,1,71,71,3,2000000
2281,1,71,73,1,2000000
2282,2,71,71,3,2000000
2283,1,71,76,3,3200000
2284,1,71,71,2,1900000
2285,1,71,80,3,3600000
2286,1,71,78,3,3300000
2287,1,71,73,3,2300000
2288,1,71,75,2,2600000
2289,1,71,77,3,2800000
2290,1,71,71,2,1800000
2291,1,71,71,3,2400000
2292,1,71,71,3,2400000
2293,1,71,71,2,325000
2294,1,71,80,3,3200000
2295,1,71,74,2,2500000
2296,1,71,72,3,2200000
2297,1,71,71,3,800000
2298,1,71,71,3,2400000
2299,1,71,78,3,3300000
2300,2,71,71,2,850000
2301,1,71,74,4,3000000
2302,1,71,71,3,750000
2303,1,71,71,3,1400000
2304,1,71,79,2,3500000
2305,1,71,71,3,2500000
2306,1,71,71,2,1800000
2307,2,71,71,3,1500000
2308,1,71,71,2,950000
2309,1,71,71,3,2100000
2310,1,71,79,2,3000000
2311,1,71,73,2,2300000
2312,1,71,74,2,2500000
2313,1,71,71,2,750000
2314,2,71,72,3,2800000
2315,1,71,74,3,2900000
2316,1,71,71,2,1800000
2317,1,71,80,2,3200000
2318,1,71,79,2,3000000
2319,1,71,77,3,3200000
2320,1,71,72,3,2800000
2321,1,71,72,4,2800000
2322,1,71,78,3,2800000
2323,1,71,71,3,1200000
2324,1,71,71,3,2400000
2325,1,71,71,1,160000
2326,1,71,74,3,3000000
2327,1,71,76,3,3200000
2328,1,71,71,2,1600000
2329,1,71,71,3,2200000
2330,1,71,75,2,2500000
2331,1,71,79,2,3000000
2332,1,71,76,2,2700000
2333,1,71,81,3,3900000
2334,1,71,77,3,2700000
2335,1,71,74,3,3100000
2336,1,71,80,1,2800000
2337,1,71,71,2,675000
2338,1,71,72,3,2800000
2339,1,71,71,3,1700000
2340,1,71,71,3,2400000
2341,1,71,71,3,675000
2342,1,71,72,3,2700000
2343,1,71,71,1,1400000
2344,1,71,72,3,2800000
2345,1,71,72,3,2800000
2346,1,71,71,2,725000
2347,1,71,71,3,2300000
2348,1,71,75,2,2600000
2349,1,71,71,2,2000000
2350,1,71,72,3,2700000
2351,1,71,78,3,3300000
2352,1,71,71,3,1800000
2353,1,71,71,2,2400000
2354,1,71,81,1,2900000
2355,2,71,71,3,1600000
2356,1,71,75,3,3100000
2357,1,71,71,2,950000
2358,1,71,77,3,3200000
2359,1,71,79,2,3000000
2360,1,71,71,3,2500000
2361,1,71,76,4,3200000
2362,1,71,71,3,2000000
2363,1,71,72,2,2300000
2364,1,71,74,2,2500000
2365,1,71,71,3,2300000
2366,1,71,71,4,2500000
2367,2,71,71,3,1700000
2368,1,71,71,2,1900000
2369,1,71,76,3,3200000
2370,1,71,71,3,1900000
2371,1,71,71,2,1600000
2372,1,71,71,3,1200000
2373,1,71,71,3,1800000
2374,1,71,73,2,2400000
2375,1,71,71,2,1600000
2376,1,71,75,3,2600000
2377,1,71,78,3,3400000
2378,1,71,81,3,3800000
2379,1,71,71,2,950000
2380,2,71,71,3,950000
2381,1,71,76,2,2600000
2382,2,71,71,2,725000
2383,1,71,79,1,2600000
2384,1,71,71,3,2400000
2385,1,71,72,3,2700000
2386,1,71,75,2,2600000
2387,1,71,71,3,1600000
2388,1,71,71,3,1800000
2389,1,71,71,3,2400000
2390,1,71,75,2,2500000
2391,1,71,71,1,550000
2392,1,71,75,2,2500000
2393,1,71,71,2,1500000
2394,1,71,72,3,2800000
2395,1,71,79,1,2600000
2396,1,71,71,3,1400000
2397,1,71,71,3,1800000
2398,1,71,75,3,2600000
2399,1,71,80,3,3700000
2400,1,71,71,3,2400000
2401,1,71,73,3,2900000
2402,1,71,72,3,2200000
2403,1,71,71,2,1600000
2404,1,71,71,2,1400000
2405,1,71,74,2,2400000
2406,1,71,78,1,2400000
2407,1,71,72,3,2700000
2408,1,71,73,2,2200000
2409,1,71,79,4,3000000
2410,1,71,71,3,2500000
2411,1,71,78,3,3300000
2412,1,71,79,2,3000000
2413,1,71,79,3,3000000
2414,1,71,76,3,3200000
2415,1,71,71,3,1800000
2416,1,71,71,3,2000000
2417,1,71,71,3,2400000
2418,1,71,75,2,2600000
2419,1,71,75,3,2600000
2420,1,71,81,3,3900000
2421,1,71,79,2,3000000
2422,1,71,72,3,2800000
2423,1,71,73,3,2900000
2424,1,71,74,3,2900000
2425,1,71,71,3,1200000
2426,1,71,71,2,950000
2427,1,71,71,3,2000000
2428,1,71,71,3,1800000
2429,1,71,71,3,2400000
2430,1,71,71,2,1800000
2431,1,71,71,3,1800000
2432,1,71,79,2,3000000
2433,1,71,77,2,2800000
2434,1,71,81,2,3300000
2435,1,71,71,2,1400000
2436,1,71,71,3,2100000
2437,1,71,85,4,5000000
2438,1,71,71,2,725000
2439,1,71,73,2,2800000
2440,1,71,82,3,4000000
2441,1,71,71,3,2300000
2442,1,71,71,3,2500000
2443,1,71,79,1,2600000
2444,1,71,78,4,3300000
2445,1,71,76,3,3200000
2446,1,71,71,3,1900000
2447,1,71,71,3,1900000
2448,1,71,76,3,3200000
2449,1,71,71,3,2300000
2450,1,71,71,3,2000000
2451,1,71,71,2,1800000
2452,1,71,74,2,2500000
2453,1,71,77,3,2800000
2454,1,71,72,2,2300000
2455,1,71,71,2,1600000
2456,1,71,74,3,3000000
2457,1,71,71,2,2100000
2458,1,71,71,4,1400000
2459,1,71,83,2,3400000
2460,1,71,71,3,1800000
2461,1,71,79,3,3400000
2462,1,71,71,3,1900000
2463,1,71,71,4,2300000
2464,1,71,71,1,160000
2465,1,71,71,3,1900000
2466,2,71,71,2,750000
2467,1,71,72,3,2300000
2468,1,71,71,3,1900000
2469,1,71,72,2,2100000
2470,1,71,71,2,1600000
2471,1,71,71,3,1800000
2472,1,71,71,3,1900000
2473,1,71,74,2,2400000
2474,1,71,72,3,2700000
2475,1,71,71,3,2200000
2476,1,71,78,2,2800000
2477,1,71,72,1,1800000
2478,1,71,71,2,2400000
2479,1,71,71,3,1900000
2480,1,71,71,3,2500000
2481,1,71,71,3,1200000
2482,1,71,72,3,2200000
2483,1,71,74,2,2500000
2484,1,71,72,3,2700000
2485,1,71,71,3,2400000
2486,2,71,72,3,2900000
2487,1,71,79,3,3500000
2488,2,71,71,3,325000
2489,1,71,73,2,2300000
2490,1,71,73,2,2200000
2491,1,71,82,3,3400000
2492,1,71,71,3,270000
2493,1,71,71,2,1800000
2494,1,71,71,3,2000000
2495,1,71,78,2,2800000
2496,1,71,71,2,725000
2497,1,71,71,2,1800000
2498,1,71,71,3,2000000
2499,1,71,71,2,1800000
2500,1,71,71,1,1400000
2501,1,71,71,3,1200000
2502,1,71,72,1,1800000
2503,1,71,77,2,2800000
2504,1,71,76,3,3200000
2505,1,71,82,4,4000000
2506,1,71,71,3,2200000
2507,1,71,71,3,725000
2508,1,71,80,3,3700000
2509,1,71,71,3,2100000
2510,1,71,74,3,2500000
2511,1,71,71,3,1700000
2512,1,71,71,2,1800000
2513,1,71,71,3,1900000
2514,1,71,71,2,725000
2515,1,71,71,3,2500000
2516,1,71,80,3,3200000
2517,1,71,73,2,2300000
2518,1,71,79,3,3500000
2519,1,71,71,3,2500000
2520,1,71,84,3,4400000
2521,1,71,72,3,2200000
2522,2,71,71,2,1800000
2523,1,71,71,3,1200000
2524,1,71,71,3,2000000
2525,1,71,77,3,3200000
2526,1,71,71,3,1900000
2527,1,71,75,3,2600000
2528,2,71,71,3,2200000
2529,1,71,79,3,3500000
2530,2,71,71,3,1700000
2531,1,71,74,3,3000000
2532,1,71,79,3,3600000
2533,1,71,71,3,2100000
2534,1,71,71,3,2600000
2535,1,71,71,3,2200000
2536,1,71,75,3,3100000
2537,1,71,74,2,2500000
2538,1,71,71,4,1200000
2539,1,71,71,4,2100000
2540,1,71,71,3,2200000
2541,2,71,71,3,1800000
2542,1,71,78,3,3400000
2543,2,71,71,3,750000
2544,1,71,71,3,675000
2545,1,71,77,3,2800000
2546,1,71,77,3,3200000
2547,1,71,72,3,2800000
2548,1,71,71,2,1800000
2549,1,71,71,2,1800000
2550,1,71,71,2,1600000
2551,3,71,71,3,325000
2552,1,71,74,3,3000000
2553,1,71,77,3,3200000
2554,1,71,74,3,2500000
2555,2,71,71,3,1900000
2556,2,71,71,3,675000
2557,1,71,71,3,2100000
2558,1,71,72,3,2200000
2559,1,71,72,3,2800000
2560,1,71,78,3,2800000
2561,1,71,80,2,3200000
2562,1,71,71,1,950000
2563,1,71,72,3,2300000
2564,1,71,72,3,2300000
2565,1,71,71,1,1400000
2566,1,71,75,3,3100000
2567,1,71,78,2,2800000
2568,1,71,73,3,2900000
2569,1,71,71,3,1800000
2570,1,71,73,1,2000000
2571,1,71,74,3,3000000
2572,1,71,75,2,2500000
2573,1,71,71,3,2400000
2574,1,71,75,3,3100000
2575,1,71,78,3,3400000
2576,1,71,80,1,2800000
2577,1,71,71,2,2300000
2578,1,71,73,3,2400000
2579,1,71,71,4,2100000
2580,1,71,72,3,2800000
2581,1,71,71,1,950000
2582,1,71,71,2,1700000
2583,1,71,78,3,2800000
2584,1,71,83,3,4100000
2585,1,71,71,1,1400000
2586,1,71,73,3,2900000
2587,1,71,82,3,4000000
2588,1,71,74,3,3000000
2589,1,71,81,4,3800000
2590,1,71,78,3,3300000
2591,1,71,71,3,1700000
2592,1,71,78,3,3400000
2593,1,71,79,2,3000000
2594,1,71,81,3,3800000
2595,1,71,76,3,2700000
2596,1,71,71,3,2400000
2597,1,71,72,2,2800000
2598,1,71,71,2,550000
2599,2,71,71,3,2200000
2600,1,71,77,4,3200000
2601,1,71,77,1,2400000
2602,1,71,76,3,2600000
2603,1,71,71,3,2400000
2604,1,71,73,3,2900000
2605,1,71,71,2,1600000
2606,1,71,82,1,3200000
2607,1,71,80,2,3200000
2608,1,71,71,1,1400000
2609,1,71,77,4,3200000
2610,1,71,71,2,1900000
2611,1,71,76,3,3200000
2612,1,71,84,3,4000000
2613,1,71,71,3,2100000
2614,1,71,77,4,3200000
2615,1,71,80,3,3700000
2616,1,71,78,3,2800000
2617,1,71,80,3,3700000
2618,1,71,71,3,2200000
2619,1,71,71,3,2100000
2620,1,71,76,2,2600000
2621,1,71,76,3,3200000
2622,2,71,71,3,725000
2623,1,71,71,3,2400000
2624,1,71,74,2,2500000
2625,1,71,73,3,2800000
2626,1,71,72,3,2200000
2627,1,71,77,1,2400000
2628,1,71,71,2,1800000
2629,2,71,71,3,1000000
2630,1,71,74,2,2500000
2631,1,71,71,2,1400000
2632,1,71,74,3,2900000
2633,1,71,76,4,3200000
2634,1,71,71,2,675000
2635,1,71,71,2,675000
2636,1,71,74,3,3000000
2637,1,71,71,3,2100000
2638,1,71,71,1,1500000
2639,1,71,75,2,2600000
2640,1,71,71,3,1600000
2641,2,71,71,3,2200000
2642,1,71,71,2,160000
2643,1,71,71,3,1900000
2644,1,71,72,3,2800000
2645,1,71,71,3,2500000
2646,1,71,81,3,3300000
2647,1,71,71,3,2500000
2648,1,71,84,3,4100000
2649,1,71,76,2,2700000
2650,1,71,71,2,1800000
2651,1,71,82,1,3200000
2652,1,71,72,3,2800000
2653,1,71,79,2,3000000
2654,1,71,71,3,2400000
2655,1,71,71,2,950000
2656,1,71,71,3,1600000
2657,1,71,71,3,2400000
2658,1,71,76,2,2700000
2659,1,71,71,3,1600000
2660,1,71,74,2,2500000
2661,1,71,82,2,3500000
2662,1,71,74,3,2900000
2663,1,71,72,3,2800000
2664,1,71,83,2,3800000
2665,1,71,74,3,2900000
2666,1,71,72,3,2300000
2667,1,71,71,3,2300000
2668,1,71,74,2,2500000
2669,1,71,76,3,3200000
2670,2,71,71,3,900000
2671,1,71,74,3,2400000
2672,1,71,76,2,2700000
2673,1,71,71,2,725000
2674,1,71,71,1,1200000
2675,2,71,71,3,2000000
2676,1,71,71,2,1800000
2677,1,71,71,3,1800000
2678,1,71,71,3,2000000
2679,1,71,72,3,2200000
2680,1,71,71,2,725000
2681,1,71,76,3,3200000
2682,1,71,71,3,2100000
2683,1,71,75,2,2600000
2684,1,71,72,1,1900000
2685,1,71,71,3,2400000
2686,1,71,71,3,2500000
2687,1,71,73,3,2900000
2688,1,71,71,3,2500000
2689,1,71,71,2,1900000
2690,1,71,71,1,1400000
2691,1,71,71,3,2300000
2692,1,71,73,3,2400000
2693,1,71,72,3,2700000
2694,1,71,82,3,4100000
2695,1,71,71,1,1500000
2696,1,71,71,3,2400000
2697,1,71,76,2,2700000
2698,1,71,71,1,1500000
2699,1,71,71,3,2200000
2700,1,71,74,3,3000000
2701,1,71,71,3,1300000
2702,1,71,74,3,2500000
2703,1,71,72,1,1900000
2704,1,71,71,3,2300000
2705,1,71,73,3,2400000
2706,1,71,71,3,1400000
2707,1,70,72,5,2200000
2708,1,70,78,3,2600000
2709,1,70,70,3,1600000
2710,1,70,70,3,1400000
2711,1,70,70,3,1600000
2712,1,70,70,2,1500000
2713,1,70,72,3,1800000
2714,1,70,70,2,1400000
2715,1,70,76,3,2000000
2716,1,70,74,2,1900000
2717,1,70,70,1,900000
2718,1,70,74,3,2300000
2719,1,70,76,4,2400000
2720,1,70,70,2,1400000
2721,1,70,70,2,1300000
2722,1,70,71,3,2100000
2723,1,70,70,3,775000
2724,1,70,70,1,425000
2725,1,70,74,3,1900000
2726,1,70,70,2,1000000
2727,1,70,70,2,1400000
2728,1,70,70,3,1500000
2729,1,70,73,3,2300000
2730,1,70,77,3,2100000
2731,1,70,73,3,1800000
2732,1,70,74,3,1900000
2733,1,70,70,3,1700000
2734,1,70,73,3,1800000
2735,1,70,79,3,2700000
2736,1,70,76,2,2400000
2737,1,70,70,2,1800000
2738,1,70,76,3,2500000
2739,1,70,73,2,1800000
2740,1,70,70,3,750000
2741,1,70,73,3,1800000
2742,1,70,70,3,1300000
2743,1,70,70,2,1300000
2744,1,70,72,1,1500000
2745,1,70,70,3,1800000
2746,1,70,70,1,120000
2747,1,70,70,2,1300000
2748,1,70,70,1,1100000
2749,1,70,70,3,1800000
2750,1,70,70,3,1700000
2751,1,70,80,3,2900000
2752,1,70,70,3,1700000
2753,1,70,72,2,1800000
2754,1,70,70,2,1400000
2755,1,70,70,2,1800000
2756,1,70,70,3,425000
2757,1,70,70,2,1400000
2758,1,70,73,3,2300000
2759,1,70,77,3,2500000
2760,1,70,70,1,900000
2761,1,70,70,3,1600000
2762,1,70,72,3,2200000
2763,1,70,75,3,2000000
2764,1,70,70,3,1900000
2765,1,70,70,2,550000
2766,1,70,70,3,1400000
2767,1,70,70,3,1400000
2768,1,70,70,2,1800000
2769,1,70,75,4,2400000
2770,1,70,78,3,2600000
2771,1,70,70,3,1900000
2772,1,70,70,3,1300000
2773,1,70,70,3,1600000
2774,1,70,71,3,2000000
2775,1,70,70,2,725000
2776,2,70,70,2,1000000
2777,1,70,70,2,1400000
2778,1,70,80,3,2800000
2779,1,70,70,3,1500000
2780,2,70,73,3,2300000
2781,1,70,74,2,1900000
2782,1,70,72,3,2200000
2783,1,70,70,2,1200000
2784,1,70,71,2,1600000
2785,1,70,72,2,1800000
2786,1,70,70,3,1700000
2787,1,70,78,3,2600000
2788,2,70,70,3,1600000
2789,1,70,71,3,2100000
2790,1,70,72,3,2200000
2791,1,70,70,3,1800000
2792,1,70,72,2,1700000
2793,1,70,75,3,2300000
2794,1,70,85,3,3900000
2795,1,70,77,3,2500000
2796,1,70,75,1,1700000
2797,1,70,76,3,2400000
2798,1,70,70,2,1400000
2799,1,70,70,1,1200000
2800,1,70,70,3,1600000
2801,1,70,70,2,1500000
2802,1,70,79,3,2700000
2803,1,70,70,3,1300000
2804,1,70,71,3,1700000
2805,1,70,70,2,1200000
2806,1,70,70,3,1300000
2807,1,70,70,3,1800000
2808,1,70,73,4,2200000
2809,1,70,81,3,2700000
2810,1,70,73,3,2200000
2811,1,70,70,2,1300000
2812,1,70,70,3,1900000
2813,1,70,70,3,1600000
2814,1,70,70,3,1800000
2815,1,70,72,3,2200000
2816,1,70,70,2,550000
2817,1,70,75,3,2400000
2818,1,70,77,3,2500000
2819,1,70,71,2,1800000
2820,1,70,71,1,1400000
2821,1,70,73,2,1900000
2822,1,70,76,3,2400000
2823,1,70,70,3,550000
2824,1,70,72,3,2100000
2825,1,70,70,2,1000000
2826,1,70,75,2,2000000
2827,1,70,71,3,2100000
2828,1,70,70,3,1900000
2829,1,70,76,2,2100000
2830,1,70,71,1,1400000
2831,1,70,70,3,1200000
2832,1,70,81,3,2700000
2833,2,70,70,3,625000
2834,1,70,70,3,1900000
2835,2,70,70,3,1200000
2836,1,70,70,2,1200000
2837,1,70,73,3,2200000
2838,1,70,74,1,1600000
2839,1,70,73,3,1800000
2840,1,70,73,1,1500000
2841,1,70,75,2,2000000
2842,2,70,70,1,240000
2843,1,70,70,3,1900000
2844,1,70,72,2,1700000
2845,1,70,70,2,1300000
2846,1,70,70,3,900000
2847,1,70,70,4,1900000
2848,1,70,71,2,1700000
2849,1,70,70,2,1400000
2850,1,70,75,3,2000000
2851,1,70,70,3,1600000
2852,2,70,70,3,1000000
2853,1,70,70,2,1200000
2854,1,70,73,3,1800000
2855,1,70,70,2,1200000
2856,1,70,77,2,2100000
2857,1,70,70,3,625000
2858,1,70,70,3,120000
2859,1,70,70,2,1800000
2860,1,70,80,3,2800000
2861,1,70,71,3,2100000
2862,1,70,76,3,2500000
2863,1,70,70,3,1500000
2864,1,70,73,3,2200000
2865,1,70,70,3,1700000
2866,1,70,70,4,1700000
2867,1,70,70,3,1500000
2868,1,70,85,4,3800000
2869,1,70,78,3,2600000
2870,1,70,70,2,1300000
2871,1,70,74,1,1600000
2872,1,70,70,3,1900000
2873,1,70,73,1,1500000
2874,1,70,70,3,825000
2875,2,70,70,3,1300000
2876,1,70,70,2,1400000
2877,1,70,70,2,1400000
2878,1,70,79,3,2400000
2879,1,70,70,2,425000
2880,1,70,70,3,1500000
2881,1,70,70,2,1200000
2882,2,70,70,3,675000
2883,1,70,85,2,3500000
2884,1,70,77,3,2500000
2885,1,70,81,4,3100000
2886,2,70,70,2,925000
2887,1,70,70,3,1900000
2888,2,70,70,2,240000
2889,1,70,70,2,1500000
2890,1,70,70,3,1900000
2891,1,70,70,3,1700000
2892,1,70,70,1,240000
2893,2,70,70,3,1500000
2894,1,70,70,1,1100000
2895,2,70,70,1,120000
2896,1,70,75,2,2000000
2897,1,70,72,3,2200000
2898,1,70,78,4,2600000
2899,1,70,73,3,1800000
2900,1,70,73,3,2200000
2901,1,70,70,1,1000000
2902,1,70,77,3,2500000
2903,1,70,70,2,1400000
2904,1,70,79,3,2800000
2905,1,70,70,3,1800000
2906,1,70,77,3,2500000
2907,1,70,70,2,1400000
2908,1,70,70,2,550000
2909,1,70,70,3,1700000
2910,1,70,75,3,2300000
2911,1,70,82,3,3100000
2912,1,70,82,3,3100000
2913,1,70,70,2,975000
2914,1,70,75,3,2000000
2915,1,70,75,3,2300000
2916,1,70,78,3,2600000
2917,1,70,70,3,1300000
2918,1,70,70,3,1800000
2919,1,70,72,1,1500000
2920,1,70,70,2,550000
2921,1,70,79,3,2800000
2922,1,70,71,2,1700000
2923,1,70,79,3,2700000
2924,1,70,76,2,2100000
2925,1,70,70,1,1100000
2926,1,70,70,2,1500000
2927,1,70,70,3,1700000
2928,1,70,70,3,1700000
2929,2,70,70,3,1800000
2930,1,70,71,3,2100000
2931,1,70,70,2,1300000
2932,1,70,70,1,240000
2933,1,70,70,3,1700000
2934,1,70,85,3,3800000
2935,2,70,70,3,625000
2936,1,70,75,3,2400000
2937,1,70,77,2,2100000
2938,1,70,80,2,2500000
2939,1,70,70,2,725000
2940,1,70,72,1,1500000
2941,1,70,77,2,2100000
2942,1,70,82,3,3100000
2943,1,70,70,3,1700000
2944,1,70,72,3,2200000
2945,1,70,71,3,2100000
2946,1,70,70,3,1700000
2947,1,70,74,3,2300000
2948,1,70,81,2,2700000
2949,1,70,70,2,1200000
2950,1,70,70,2,1000000
2951,1,70,77,3,2500000
2952,1,70,70,3,1300000
2953,1,70,71,3,1700000
2954,1,70,75,2,2000000
2955,1,70,75,3,2000000
2956,1,70,72,3,1700000
2957,1,70,83,3,2900000
2958,1,70,70,3,1700000
2959,1,70,70,2,1400000
2960,1,70,70,2,1400000
2961,1,70,70,4,1800000
2962,1,70,76,3,2400000
2963,1,70,71,3,2000000
2964,1,70,70,3,1300000
2965,1,70,72,1,1400000
2966,1,70,73,3,1900000
2967,1,70,73,2,1800000
2968,1,70,70,3,1800000
2969,1,70,70,3,1600000
2970,1,70,70,2,1200000
2971,1,70,70,2,500000
2972,2,70,70,3,1600000
2973,1,70,70,4,775000
2974,2,70,70,2,425000
2975,1,70,70,3,1300000
2976,1,70,73,3,1800000
2977,1,70,70,2,1400000
2978,1,70,78,3,2600000
2979,1,70,70,3,1700000
2980,1,70,70,2,1400000
2981,1,70,70,3,1300000
2982,1,70,76,3,2100000
2983,1,70,70,2,1400000
2984,1,70,70,2,1400000
2985,1,70,71,4,2100000
2986,1,70,78,3,2600000
2987,1,70,80,3,2900000
2988,1,70,70,3,1600000
2989,1,70,70,3,1900000
2990,1,70,78,3,2600000
2991,1,70,71,3,2100000
2992,1,70,78,3,2700000
2993,2,70,70,2,1200000
2994,1,70,74,3,2400000
2995,1,70,79,3,2700000
2996,1,70,70,3,1200000
2997,1,70,70,3,1800000
2998,1,70,79,3,2800000
2999,1,70,71,2,1700000
3000,1,70,70,1,1200000
3001,1,70,78,3,2600000
3002,1,70,70,3,1300000
3003,1,70,74,2,1900000
3004,1,70,71,3,2100000
3005,1,70,75,2,2000000
3006,1,70,70,4,1400000
3007,1,70,70,3,1800000
3008,1,70,75,3,2400000
3009,1,70,82,3,3200000
3010,1,70,75,3,2400000
3011,1,70,82,3,3200000
3012,1,70,78,3,2600000
3013,1,70,73,3,2300000
3014,1,70,72,3,2100000
3015,1,70,70,3,1100000
3016,1,70,70,3,1800000
3017,1,70,71,3,1600000
3018,1,70,71,3,1600000
3019,1,70,74,1,1600000
3020,1,70,70,3,1800000
3021,1,70,70,3,1700000
3022,1,70,75,3,2400000
3023,1,70,70,3,1800000
3024,1,70,70,2,1300000
3025,2,70,70,3,240000
3026,1,70,70,3,600000
3027,1,70,74,3,2300000
3028,1,70,77,3,2500000
3029,1,70,73,3,2300000
3030,1,70,78,3,2200000
3031,1,70,70,2,1800000
3032,1,70,77,3,2500000
3033,1,70,76,3,2400000
3034,1,70,72,3,2200000
3035,1,70,70,3,1300000
3036,1,70,70,3,1100000
3037,1,70,70,3,575000
3038,1,70,70,3,1600000
3039,1,70,70,3,1800000
3040,2,70,70,3,1600000
3041,1,70,77,2,2100000
3042,1,70,75,2,2000000
3043,2,70,70,3,1900000
3044,1,70,70,3,1700000
3045,1,70,72,2,1700000
3046,1,70,70,2,425000
3047,1,70,75,3,2400000
3048,1,70,81,3,2700000
3049,1,70,71,3,2100000
3050,2,70,70,3,750000
3051,1,70,70,3,1300000
